cid,title,cat,cat_path,page,langs,n_langs
ENPh1rw9d,BEOM: Ji Min Sun Exhibition,문화관광,Culture > Cultural > Facilities,5,KOPh1rw9d:한국어|ENPh1rw9d:영어|JPPh1rw9d:일본어|CNPh1rw9d:중국어 간체|TCPh1rw9d:중국어 번체|RUPh1rw9d:러시아어,6
ENPwpc03s,The Rosy-Cheeked Pigs&#039; Paper Adventure,문화관광,Culture > Cultural > Facilities,5,KOPwpc03s:한국어|ENPwpc03s:영어|JPPwpc03s:일본어|CNPwpc03s:중국어 간체|TCPwpc03s:중국어 번체|RUPwpc03s:러시아어,6
ENPgmiqls,Somatic Ground - Small Studio Semi,문화관광,Culture > Cultural > Facilities,5,KOPgmiqls:한국어|ENPgmiqls:영어|JPPgmiqls:일본어|CNPgmiqls:중국어 간체|TCPgmiqls:중국어 번체|RUPgmiqls:러시아어,6
ENPi1u9ze,Louis Vuitton Visionary Journeys Seoul,문화관광,Culture > Cultural > Facilities,6,KOPi1u9ze:한국어|ENPi1u9ze:영어|JPPi1u9ze:일본어|CNPi1u9ze:중국어 간체|TCPi1u9ze:중국어 번체,5
ENPjhzbgg,Mixed Orchestra 26,문화관광,Culture > Cultural > Facilities,6,KOPjhzbgg:한국어|ENPjhzbgg:영어|JPPjhzbgg:일본어|CNPjhzbgg:중국어 간체|TCPjhzbgg:중국어 번체,5
ENPwsz1hv,Beauty For All: Beauty Without Boundaries,문화관광,Culture > Cultural > Facilities,6,KOPwsz1hv:한국어|ENPwsz1hv:영어|JPPwsz1hv:일본어|CNPwsz1hv:중국어 간체|TCPwsz1hv:중국어 번체,5
ENPqb6ctu,Hangang Play Place,문화관광,Culture > Cultural > Districts,6,KOPqb6ctu:한국어|ENPqb6ctu:영어|JPPqb6ctu:일본어|CNPqb6ctu:중국어 간체|TCPqb6ctu:중국어 번체|RUPqb6ctu:러시아어|MLPqb6ctu:말레이어,7
ENPadxt74,《Proximities》,문화관광,Culture > Cultural > Facilities,6,KOPadxt74:한국어|ENPadxt74:영어|JPPadxt74:일본어|CNPadxt74:중국어 간체|TCPadxt74:중국어 번체,5
ENPhxyp50,《Jae-Eun Choi : Promise (Where Being Be)》,문화관광,Culture > Cultural > Facilities,6,KOPhxyp50:한국어|ENPhxyp50:영어|JPPhxyp50:일본어|CNPhxyp50:중국어 간체|TCPhxyp50:중국어 번체,5
ENPb4al47,《Electric Shock》,문화관광,Culture > Cultural > Facilities,6,KOPb4al47:한국어|ENPb4al47:영어|JPPb4al47:일본어|CNPb4al47:중국어 간체|TCPb4al47:중국어 번체,5
ENPotdpky,"Artist Research: 《Unfinished Flora―Soyo Lee》, 《Time Blooms―Anna Ridler》",문화관광,Culture > Cultural > Facilities,6,KOPotdpky:한국어|ENPotdpky:영어|JPPotdpky:일본어|CNPotdpky:중국어 간체|TCPotdpky:중국어 번체,5
ENPyst2iu,Klimt and Laciotti: The Miracle,문화관광,Culture > Cultural > Facilities,6,KOPyst2iu:한국어|ENPyst2iu:영어,2
ENPwly2p0,Dialogue in the Dark (Jan–Feb 2026),문화관광,Culture > Cultural > Facilities,6,KOPwly2p0:한국어|ENPwly2p0:영어|JPPwly2p0:일본어|CNPwly2p0:중국어 간체,4
ENP49nma5,Seoul Illustration Fair,문화관광,Culture > Cultural > Facilities,6,KOP49nma5:한국어|ENP49nma5:영어|JPP49nma5:일본어|CNP49nma5:중국어 간체,4
ENPpqthfq,Where’s Wally? Special Exhibition,문화관광,Culture > Cultural > Facilities,6,KOPpqthfq:한국어|ENPpqthfq:영어|JPPpqthfq:일본어|CNPpqthfq:중국어 간체,4
ENPyy3nfg,2025 Seoul Art Show,문화관광,Culture > Cultural > Facilities,6,KOPyy3nfg:한국어|ENPyy3nfg:영어|JPPyy3nfg:일본어|CNPyy3nfg:중국어 간체,4
ENPjw94y2,Musical Eternity,문화관광,Culture > Cultural > Facilities,6,KOPjw94y2:한국어|ENPjw94y2:영어|JPPjw94y2:일본어,3
ENPvgrv8o,Musical Robin,문화관광,Culture > Cultural > Facilities,6,KOPvgrv8o:한국어|ENPvgrv8o:영어|JPPvgrv8o:일본어|CNPvgrv8o:중국어 간체,4
ENPokonim,Sleep No More Seoul,문화관광,Culture > Cultural > Facilities,6,KOPokonim:한국어|ENPokonim:영어|JPPokonim:일본어|CNPokonim:중국어 간체,4
ENPsrsape,Arcade Seoul,문화관광,Culture > Cultural > Districts,6,KOPsrsape:한국어|ENPsrsape:영어|JPPsrsape:일본어|CNPsrsape:중국어 간체|TCPsrsape:중국어 번체,5
ENP1f5yex,Seoul Museum of Art Buk Seoul Branch,문화관광,Culture > Cultural > Facilities > Art > Museums/Galleries,6,KOP1f5yex:한국어|ENP1f5yex:영어|JPP1f5yex:일본어|CNP1f5yex:중국어 간체|TCP1f5yex:중국어 번체,5
ENPihmlac,"Musical The Long, Long Night",문화관광,Culture > Cultural > Facilities,6,KOPihmlac:한국어|ENPihmlac:영어|JPPihmlac:일본어|CNPihmlac:중국어 간체,4
ENPvwyyh4,Musical Kinky Boots,문화관광,Culture > Cultural > Facilities,6,KOPvwyyh4:한국어|ENPvwyyh4:영어|JPPvwyyh4:일본어|CNPvwyyh4:중국어 간체,4
ENPcjuosl,Spirited Away Original Tour,문화관광,Culture > Cultural > Facilities,7,KOPcjuosl:한국어|ENPcjuosl:영어|JPPcjuosl:일본어|CNPcjuosl:중국어 간체,4
ENPa3er53,K-Idol Beauty Experience Zone : WINTER GLAM SEOUL,문화관광,Culture > Cultural > Facilities,7,KOPa3er53:한국어|ENPa3er53:영어,2
ENP4cyqe3,Munassi 《The Season We Fade Away》,문화관광,Culture > Cultural > Facilities,7,KOP4cyqe3:한국어|ENP4cyqe3:영어,2
ENPloaxhb,Han Unsung Collection 《Between Image &amp; Reality》,문화관광,Culture > Cultural > Facilities,7,KOPloaxhb:한국어|ENPloaxhb:영어|JPPloaxhb:일본어|CNPloaxhb:중국어 간체|TCPloaxhb:중국어 번체,5
ENPzgws5p,《Imagination Garden : Fantasy Time》  Exhibition,문화관광,Culture > Cultural > Facilities,7,KOPzgws5p:한국어|ENPzgws5p:영어|JPPzgws5p:일본어|CNPzgws5p:중국어 간체|TCPzgws5p:중국어 번체,5
ENP70mg3c,Special Exhibition for the Eightieth Anniversary of Liberation: Our Yi Sun sin,문화관광,Culture > Cultural > Facilities,7,KOP70mg3c:한국어|ENP70mg3c:영어|JPP70mg3c:일본어|CNP70mg3c:중국어 간체|TCP70mg3c:중국어 번체|RUP70mg3c:러시아어,6
ENP6edc88,Seoul Art Center Doam Gallery,문화관광,Culture > Cultural > Facilities > Art > Museums/Galleries,7,KOP6edc88:한국어|ENP6edc88:영어|JPP6edc88:일본어|CNP6edc88:중국어 간체|TCP6edc88:중국어 번체,5
ENPlcw3a4,From Impressionism to Early Modernism: Collectors of Light – From The Metropolitan Museum of Art,문화관광,Culture > Cultural > Facilities,7,KOPlcw3a4:한국어|ENPlcw3a4:영어|JPPlcw3a4:일본어|CNPlcw3a4:중국어 간체|TCPlcw3a4:중국어 번체|RUPlcw3a4:러시아어,6
ENPd8ek6k,Photography Seoul Museum of Art 《All That Photography》,문화관광,Culture > Cultural > Facilities,7,KOPd8ek6k:한국어|ENPd8ek6k:영어|JPPd8ek6k:일본어|CNPd8ek6k:중국어 간체|TCPd8ek6k:중국어 번체,5
ENPvi3cne,Happy Holidays,문화관광,Culture > Cultural > Facilities,7,KOPvi3cne:한국어|ENPvi3cne:영어|JPPvi3cne:일본어|CNPvi3cne:중국어 간체|TCPvi3cne:중국어 번체,5
ENPkq13lf,National Theater Madangnori &lt;Hong Gildong Is Coming&gt;,문화관광,Culture > Cultural > Facilities,7,KOPkq13lf:한국어|ENPkq13lf:영어|JPPkq13lf:일본어|CNPkq13lf:중국어 간체|TCPkq13lf:중국어 번체,5
ENPgftn4l,"In Silence, the Resonanace Remains",문화관광,Culture > Cultural > Facilities,7,KOPgftn4l:한국어|ENPgftn4l:영어|JPPgftn4l:일본어|CNPgftn4l:중국어 간체|TCPgftn4l:중국어 번체,5
ENPoty0zx,Kyung Hee University Seoul Campus,문화관광,Culture > Landmarks,7,KOPoty0zx:한국어|ENPoty0zx:영어|JPPoty0zx:일본어|CNPoty0zx:중국어 간체|TCPoty0zx:중국어 번체,5
ENPapcfqb,Exhibition 《Where Warmth Shines》,문화관광,Culture > Cultural > Facilities,7,KOPapcfqb:한국어|ENPapcfqb:영어|JPPapcfqb:일본어|CNPapcfqb:중국어 간체|TCPapcfqb:중국어 번체,5
ENPkzupx6,JW Lee Jong Ho Foundation Exhibition for Artists with Disabilities : JW Art Awards,문화관광,Culture > Cultural > Facilities,7,KOPkzupx6:한국어|ENPkzupx6:영어,2
ENP70yggc,Chungmuro Station,문화관광,Culture > Cultural > Districts,7,KOP70yggc:한국어|ENP70yggc:영어|JPP70yggc:일본어|CNP70yggc:중국어 간체|TCP70yggc:중국어 번체,5
ENP998h6q,Yongmasan Skywalk Observatory,문화관광,Culture > Landmarks,7,KOP998h6q:한국어|ENP998h6q:영어|JPP998h6q:일본어|CNP998h6q:중국어 간체|TCP998h6q:중국어 번체,5
ENPah6vze,A Century and a Day : From Memory to Imagination,문화관광,Culture > Cultural > Facilities,7,KOPah6vze:한국어|ENPah6vze:영어|JPPah6vze:일본어|CNPah6vze:중국어 간체|TCPah6vze:중국어 번체,5
ENPic9f47,"2025 Donhwamun Night of the Bright Moon II: Korean Masks, Faces Filled with Laughter and Excitement Exhibition",문화관광,Culture > Cultural > Facilities,7,KOPic9f47:한국어|ENPic9f47:영어|JPPic9f47:일본어|CNPic9f47:중국어 간체|TCPic9f47:중국어 번체,5
ENPr2k2ja,Seoul Metropolitan Archives Exhibition &amp;lt;A City’s Boarding Log&amp;gt;,문화관광,Culture > Cultural > Facilities,7,KOPr2k2ja:한국어|ENPr2k2ja:영어|JPPr2k2ja:일본어|CNPr2k2ja:중국어 간체|TCPr2k2ja:중국어 번체,5
ENPs96x6t,JEJU HAENYEO : DISAPPEARING WORLDS,문화관광,Culture > Cultural > Facilities,8,KOPs96x6t:한국어|ENPs96x6t:영어|JPPs96x6t:일본어|CNPs96x6t:중국어 간체|TCPs96x6t:중국어 번체,5
ENP57x3om,[2025 Cheonggyecheon Public Art Project : Cheonggye Coexistence] Docent Program,문화관광,Culture > Cultural > Facilities,8,KOP57x3om:한국어|ENP57x3om:영어|JPP57x3om:일본어|CNP57x3om:중국어 간체|TCP57x3om:중국어 번체,5
ENPp0vgx2,Masterpieces of ceramics : Greatness Revealed in the Small,문화관광,Culture > Cultural > Facilities,8,KOPp0vgx2:한국어|ENPp0vgx2:영어|JPPp0vgx2:일본어|CNPp0vgx2:중국어 간체|TCPp0vgx2:중국어 번체,5
ENP4s22t5,Mixed Orchestra : Next Level,문화관광,Culture > Cultural > Facilities,8,KOP4s22t5:한국어|ENP4s22t5:영어|JPP4s22t5:일본어|CNP4s22t5:중국어 간체|TCP4s22t5:중국어 번체|RUP4s22t5:러시아어,6
ENP3o0027,KIDZANIA SEOUL,문화관광,Culture > Theme > Parks,8,KOP3o0027:한국어|ENP3o0027:영어|JPP3o0027:일본어|CNP3o0027:중국어 간체|TCP3o0027:중국어 번체,5
ENPaacet0,MCKITHAN HOTEL,문화관광,Culture > Performance > Halls,8,KOPaacet0:한국어|ENPaacet0:영어|JPPaacet0:일본어|CNPaacet0:중국어 간체|TCPaacet0:중국어 번체,5
ENP44b0tv,Eunpyeong History Hanok Museum,문화관광,Culture > Cultural > Facilities > Museums,8,KOP44b0tv:한국어|ENP44b0tv:영어|JPP44b0tv:일본어|CNP44b0tv:중국어 간체|TCP44b0tv:중국어 번체,5
ENPnfu7l4,Play : Crying While Eating Garlic,문화관광,Culture > Cultural > Facilities,8,KOPnfu7l4:한국어|ENPnfu7l4:영어,2
ENPtpyykt,Sleep No More Seoul,문화관광,Culture > Cultural > Facilities,8,KOPtpyykt:한국어|ENPtpyykt:영어|JPPtpyykt:일본어|CNPtpyykt:중국어 간체|TCPtpyykt:중국어 번체,5
ENP7hqfq3,A Thousand Wishes,문화관광,Culture > Cultural > Facilities,8,KOP7hqfq3:한국어|ENP7hqfq3:영어,2
ENP2fcbi7,Rest and Rise: What Remains and What Rises,문화관광,Culture > Cultural > Facilities,8,KOP2fcbi7:한국어|ENP2fcbi7:영어|JPP2fcbi7:일본어|CNP2fcbi7:중국어 간체|TCP2fcbi7:중국어 번체,5
ENPoo9a6e,"Cheonggyecheon Museum, Twenty",문화관광,Culture > Cultural > Facilities,8,KOPoo9a6e:한국어|ENPoo9a6e:영어|JPPoo9a6e:일본어|CNPoo9a6e:중국어 간체|TCPoo9a6e:중국어 번체,5
ENP5vp58h,The Exhibition 《I Will Come to Like》,문화관광,Culture > Cultural > Facilities,8,KOP5vp58h:한국어|ENP5vp58h:영어|JPP5vp58h:일본어|CNP5vp58h:중국어 간체|TCP5vp58h:중국어 번체,5
ENPinmv7s,2025 Seoul World Convention on North Korean Human Rights Inter-Korean Classical and Pop Music Concert,문화관광,Culture > Cultural > Facilities,8,KOPinmv7s:한국어|ENPinmv7s:영어|JPPinmv7s:일본어|CNPinmv7s:중국어 간체|TCPinmv7s:중국어 번체,5
ENPvgjqek,"Dobong  Kim Sun-young : Solo Exhibition 「Here, Standing on the Star」",문화관광,Culture > Cultural > Facilities,8,KOPvgjqek:한국어|ENPvgjqek:영어,2
ENPdqsfd3,2025 YeoYuJak Concert,문화관광,Culture > Cultural > Facilities,8,KOPdqsfd3:한국어|ENPdqsfd3:영어|JPPdqsfd3:일본어|CNPdqsfd3:중국어 간체|TCPdqsfd3:중국어 번체,5
ENPg4osmd,Unprecedented Great Flood: The 1925 Eulchuk Year,문화관광,Culture > Cultural > Facilities,8,KOPg4osmd:한국어|ENPg4osmd:영어|JPPg4osmd:일본어|CNPg4osmd:중국어 간체|TCPg4osmd:중국어 번체,5
ENP4zbweb,tvN  broadcasting,문화관광,Culture > Other > Cultural > Destinations,8,KOP4zbweb:한국어|ENP4zbweb:영어|JPP4zbweb:일본어|CNP4zbweb:중국어 간체|TCP4zbweb:중국어 번체,5
ENP3f5lvc,SBS  broadcasting,문화관광,Culture > Other > Cultural > Destinations,8,KOP3f5lvc:한국어|ENP3f5lvc:영어|JPP3f5lvc:일본어|CNP3f5lvc:중국어 간체|TCP3f5lvc:중국어 번체,5
ENPnw1hit,MBC New Headquarters in Sangam-dong,문화관광,Culture > Other > Cultural > Destinations,8,KOPnw1hit:한국어|ENPnw1hit:영어|JPPnw1hit:일본어|CNPnw1hit:중국어 간체|TCPnw1hit:중국어 번체,5
ENP0asdjp,Magok Cultural Street,문화관광,Culture > Cultural > Districts,9,KOP0asdjp:한국어|ENP0asdjp:영어|JPP0asdjp:일본어|CNP0asdjp:중국어 간체|TCP0asdjp:중국어 번체,5
ENPm73wet,LoL Park,문화관광,Culture > Other > Cultural > Destinations,9,KOPm73wet:한국어|ENPm73wet:영어|JPPm73wet:일본어|CNPm73wet:중국어 간체|TCPm73wet:중국어 번체,5
ENPfpky3x,e-Sports Hall of Fame,문화관광,Culture > Cultural > Facilities > Others > Cultural > Facilities,9,KOPfpky3x:한국어|ENPfpky3x:영어|JPPfpky3x:일본어|CNPfpky3x:중국어 간체|TCPfpky3x:중국어 번체,5
ENP6eo011,Netmarble Game Museum,문화관광,Culture > Cultural > Facilities > Museums,9,KOP6eo011:한국어|ENP6eo011:영어|JPP6eo011:일본어|CNP6eo011:중국어 간체|TCP6eo011:중국어 번체,5
ENP9dtud4,"Korean Dance - peaceful, The Prince&#039;s Way",문화관광,Culture > Cultural > Facilities,9,KOP9dtud4:한국어|ENP9dtud4:영어|JPP9dtud4:일본어|CNP9dtud4:중국어 간체|TCP9dtud4:중국어 번체|RUP9dtud4:러시아어,6
ENPtp4vgi,Chubun: The Beginning of Autumn,문화관광,Culture > Cultural > Facilities,9,KOPtp4vgi:한국어|ENPtp4vgi:영어|JPPtp4vgi:일본어|CNPtp4vgi:중국어 간체|TCPtp4vgi:중국어 번체,5
ENPzx9rx4,2025 Seoul Intangible Cultural Heritage Festival,문화관광,Culture > Cultural > Facilities,9,KOPzx9rx4:한국어|ENPzx9rx4:영어|JPPzx9rx4:일본어|CNPzx9rx4:중국어 간체|TCPzx9rx4:중국어 번체,5
ENP4n0w9a,2025 Creative Artist Support Program : 2025 Young Gugak Director,문화관광,Culture > Cultural > Facilities,9,KOP4n0w9a:한국어|ENP4n0w9a:영어|JPP4n0w9a:일본어|CNP4n0w9a:중국어 간체|TCP4n0w9a:중국어 번체,5
ENPqfnqr2,"Technology Connecting Heritage, the Most Human Future",문화관광,Culture > Cultural > Facilities,9,KOPqfnqr2:한국어|ENPqfnqr2:영어|JPPqfnqr2:일본어|CNPqfnqr2:중국어 간체|TCPqfnqr2:중국어 번체,5
ENP76n5f5,Sunrise to Sunlight,문화관광,Culture > Cultural > Facilities,9,KOP76n5f5:한국어|ENP76n5f5:영어|JPP76n5f5:일본어|CNP76n5f5:중국어 간체|TCP76n5f5:중국어 번체|RUP76n5f5:러시아어,6
ENPn0wsm1,Platform-L Contemporary Art Center,문화관광,Culture > Cultural > Facilities > Art > Museums/Galleries,9,KOPn0wsm1:한국어|ENPn0wsm1:영어|JPPn0wsm1:일본어|CNPn0wsm1:중국어 간체|TCPn0wsm1:중국어 번체|RUPn0wsm1:러시아어|MLPn0wsm1:말레이어,7
ENP5hau1h,Gallery Chosun,문화관광,Culture > Cultural > Facilities > Art > Museums/Galleries,9,KOP5hau1h:한국어|ENP5hau1h:영어|JPP5hau1h:일본어|CNP5hau1h:중국어 간체|TCP5hau1h:중국어 번체|RUP5hau1h:러시아어|MLP5hau1h:말레이어,7
ENPet80lf,Pace Gallery Seoul,문화관광,Culture > Cultural > Facilities > Art > Museums/Galleries,9,KOPet80lf:한국어|ENPet80lf:영어|JPPet80lf:일본어|CNPet80lf:중국어 간체|TCPet80lf:중국어 번체|RUPet80lf:러시아어|MLPet80lf:말레이어,7
ENPxzn4e4,Where Happiness Arrives,문화관광,Culture > Cultural > Facilities,9,KOPxzn4e4:한국어|ENPxzn4e4:영어|JPPxzn4e4:일본어|CNPxzn4e4:중국어 간체|TCPxzn4e4:중국어 번체,5
ENPrpwzjs,Hongik University Museum Special Exhibition 《After White 1975–1995》,문화관광,Culture > Cultural > Facilities,9,KOPrpwzjs:한국어|ENPrpwzjs:영어|JPPrpwzjs:일본어|CNPrpwzjs:중국어 간체|TCPrpwzjs:중국어 번체,5
ENP2w30uj,2025 Title Match 《Jang Young Hye Heavy Industries vs. Hong Jin Hwon: There Is No Middle Ground》,문화관광,Culture > Cultural > Facilities,9,KOP2w30uj:한국어|ENP2w30uj:영어|JPP2w30uj:일본어|CNP2w30uj:중국어 간체|TCP2w30uj:중국어 번체|RUP2w30uj:러시아어,6
ENPh2aqcf,Sonic Planet – Hertz and Dough,문화관광,Culture > Cultural > Facilities,9,KOPh2aqcf:한국어|ENPh2aqcf:영어|JPPh2aqcf:일본어|CNPh2aqcf:중국어 간체|TCPh2aqcf:중국어 번체|RUPh2aqcf:러시아어,6
ENPh83fpt,Seoul Regional Tourism Center,문화관광,Culture > Cultural > Districts,9,KOPh83fpt:한국어|ENPh83fpt:영어|JPPh83fpt:일본어|CNPh83fpt:중국어 간체|TCPh83fpt:중국어 번체|RUPh83fpt:러시아어|MLPh83fpt:말레이어,7
ENPztit27,The 5th Seoul Biennale of Architecture and Urbanism,문화관광,Culture > Cultural > Facilities,9,KOPztit27:한국어|ENPztit27:영어|JPPztit27:일본어|CNPztit27:중국어 간체|TCPztit27:중국어 번체|RUPztit27:러시아어,6
ENP4khc7y,Space K Seoul,문화관광,Culture > Cultural > Facilities > Art > Museums/Galleries,9,KOP4khc7y:한국어|ENP4khc7y:영어|JPP4khc7y:일본어|CNP4khc7y:중국어 간체|TCP4khc7y:중국어 번체,5
ENPjy51fz,LG Arts Center Seoul,문화관광,Culture > Performance > Halls,10,KOPjy51fz:한국어|ENPjy51fz:영어|JPPjy51fz:일본어|CNPjy51fz:중국어 간체|TCPjy51fz:중국어 번체,5
ENPfdzfap,The Day of Our Liberation,문화관광,Culture > Cultural > Facilities,10,KOPfdzfap:한국어|ENPfdzfap:영어|JPPfdzfap:일본어|CNPfdzfap:중국어 간체|TCPfdzfap:중국어 번체,5
ENPpuxifv,The Boundary Unmade: The Destruction of the Seoul City Wall,문화관광,Culture > Cultural > Facilities,10,KOPpuxifv:한국어|ENPpuxifv:영어|JPPpuxifv:일본어|CNPpuxifv:중국어 간체|TCPpuxifv:중국어 번체,5
ENP7lrfs0,Broadening of visions,문화관광,Culture > Cultural > Facilities,10,KOP7lrfs0:한국어|ENP7lrfs0:영어|JPP7lrfs0:일본어|CNP7lrfs0:중국어 간체|TCP7lrfs0:중국어 번체,5
ENP68z1mg,SeMA Public Space Project 《The Dance That Crosses Forever》,문화관광,Culture > Cultural > Facilities,10,KOP68z1mg:한국어|ENP68z1mg:영어|JPP68z1mg:일본어|CNP68z1mg:중국어 간체|TCP68z1mg:중국어 번체|RUP68z1mg:러시아어,6
ENP5db89m,"Again, Earth: Responding with Other Senses",문화관광,Culture > Cultural > Facilities,10,KOP5db89m:한국어|ENP5db89m:영어|JPP5db89m:일본어|CNP5db89m:중국어 간체|TCP5db89m:중국어 번체|RUP5db89m:러시아어,6
ENPe3w8e1,Special Exhibition of Contemporary Crafts 《Material–Practice》,문화관광,Culture > Cultural > Facilities,10,KOPe3w8e1:한국어|ENPe3w8e1:영어|JPPe3w8e1:일본어|CNPe3w8e1:중국어 간체|TCPe3w8e1:중국어 번체|RUPe3w8e1:러시아어,6
ENPy8r22r,Seoul Light DDP 2025 Fall,문화관광,Culture > Cultural > Facilities,10,KOPy8r22r:한국어|ENPy8r22r:영어|JPPy8r22r:일본어|CNPy8r22r:중국어 간체|TCPy8r22r:중국어 번체,5
ENPt9l0a3,DDP Fall Special Tour: Design &amp; Art Tour,문화관광,Culture > Cultural > Facilities,10,KOPt9l0a3:한국어|ENPt9l0a3:영어|JPPt9l0a3:일본어|CNPt9l0a3:중국어 간체|TCPt9l0a3:중국어 번체,5
ENPig96uk,Bae Yun Hwan Solo Exhibition 《Deep Diver》,문화관광,Culture > Cultural > Facilities,10,KOPig96uk:한국어|ENPig96uk:영어|JPPig96uk:일본어|CNPig96uk:중국어 간체|TCPig96uk:중국어 번체,5
ENPkzbkyo,Exhibition Filling the Heart,문화관광,Culture > Cultural > Facilities,10,KOPkzbkyo:한국어|ENPkzbkyo:영어|JPPkzbkyo:일본어|CNPkzbkyo:중국어 간체|TCPkzbkyo:중국어 번체,5
ENPf8bj59,Euljiro Nogari Alley,문화관광,Culture > Cultural > Districts,10,KOPf8bj59:한국어|ENPf8bj59:영어|JPPf8bj59:일본어|CNPf8bj59:중국어 간체|TCPf8bj59:중국어 번체,5
ENP1287z8,Nubim Kim Group Korea Tour,문화관광,Culture > Cultural > Facilities,10,KOP1287z8:한국어|ENP1287z8:영어|JPP1287z8:일본어|CNP1287z8:중국어 간체|TCP1287z8:중국어 번체,5
ENP6nkrnk,Hanji House,문화관광,Culture > Other > Cultural > Destinations,10,KOP6nkrnk:한국어|ENP6nkrnk:영어|JPP6nkrnk:일본어|CNP6nkrnk:중국어 간체|TCP6nkrnk:중국어 번체,5
ENPzncurn,Hanji House Docent Program/Permanent Experience Program/Hanji Print Studio,문화관광,Culture > Other > Cultural > Destinations,10,KOPzncurn:한국어|ENPzncurn:영어|JPPzncurn:일본어|CNPzncurn:중국어 간체|TCPzncurn:중국어 번체,5
ENPgwovaw,UAUS 14th Pavilion Exhibition  Ask Nature : Biomimicry,문화관광,Culture > Cultural > Facilities,10,KOPgwovaw:한국어|ENPgwovaw:영어|JPPgwovaw:일본어|CNPgwovaw:중국어 간체|TCPgwovaw:중국어 번체,5
ENPymxesx,Tongui-dong Alley,문화관광,Culture > Cultural > Districts,10,KOPymxesx:한국어|ENPymxesx:영어|JPPymxesx:일본어|CNPymxesx:중국어 간체|TCPymxesx:중국어 번체,5
ENPf5hpob,Pixel Space 2025,문화관광,Culture > Cultural > Facilities,10,KOPf5hpob:한국어|ENPf5hpob:영어|JPPf5hpob:일본어|CNPf5hpob:중국어 간체|TCPf5hpob:중국어 번체,5
ENPcahnf0,"One Step at a Time: Heehwan Seo, a Master of Hangul Calligraphy",문화관광,Culture > Cultural > Facilities,10,KOPcahnf0:한국어|ENPcahnf0:영어|JPPcahnf0:일본어|CNPcahnf0:중국어 간체|TCPcahnf0:중국어 번체,5
ENPr1o3h2,Water Music Project : Wave,문화관광,Culture > Cultural > Facilities,10,KOPr1o3h2:한국어|ENPr1o3h2:영어|JPPr1o3h2:일본어|CNPr1o3h2:중국어 간체|TCPr1o3h2:중국어 번체,5
ENPn3k0fb,The 13th Seoul Mediacity Biennale: Spell – The Art of the Soul,문화관광,Culture > Cultural > Facilities,11,KOPn3k0fb:한국어|ENPn3k0fb:영어|JPPn3k0fb:일본어|CNPn3k0fb:중국어 간체|TCPn3k0fb:중국어 번체,5
